arrivalFloor arrivalTime partySize destinationFloor clientID
6 21203 1 4 834
0 21217 1 2 840
5 21218 1 2 833
1 21237 1 2 825
0 21276 1 7 843
4 21315 1 6 832
0 21336 1 2 846
3 21344 1 4 835
7 21371 1 0 839
0 21396 1 1 848
6 21429 1 4 842
5 21448 1 3 844
0 21458 1 6 851
0 21525 1 4 854
2 21555 1 6 841
0 21584 1 7 855
7 21620 1 6 850
0 21643 1 4 857
4 21645 1 6 847
6 21650 1 5 852
0 21695 1 6 859
5 21699 1 3 853
3 21707 1 7 849
0 21745 1 7 862
1 21787 1 7 845
0 21811 1 6 865
7 21839 1 2 858
0 21861 1 1 867
6 21912 1 4 861
5 21915 1 2 863
0 21916 1 5 869
2 21947 1 4 856
0 21973 1 7 872
4 21996 1 5 860
0 22029 1 7 874
7 22063 1 6 868
3 22087 1 1 864
0 22089 1 3 876
5 22134 1 3 871
0 22141 1 6 879
6 22153 1 3 870
0 22210 1 3 881
0 22270 1 1 883
2 22319 1 4 873
1 22324 1 4 866
7 22325 1 0 877
0 22355 1 3 884
4 22376 1 6 875
6 22381 1 2 882
5 22397 1 4 880
3 22414 1 6 878
0 22422 1 3 888
0 22475 1 5 893
0 22531 1 2 894
7 22585 1 4 887
0 22613 1 3 895
6 22622 1 3 890
5 22644 1 1 891
2 22673 1 0 885
0 22680 1 7 897
0 22729 1 3 901
4 22731 1 3 889
3 22757 1 2 892
0 22788 1 6 902
7 22845 1 1 896
0 22845 1 1 905
1 22860 1 0 886
6 22871 1 0 898
5 22887 1 1 899
0 22897 1 3 907
0 22953 1 6 911
0 23021 1 4 912
2 23045 1 0 900
0 23083 1 2 913
7 23087 1 3 906
3 23091 1 0 904
6 23098 1 2 909
4 23114 1 2 903
5 23138 1 6 910
0 23142 1 1 915
0 23197 1 4 921
0 23251 1 4 922
0 23306 1 1 923
6 23319 1 3 918
7 23335 1 6 916
0 23358 1 5 924
5 23372 1 7 920
1 23391 1 3 908
0 23407 1 1 927
2 23414 1 6 914
0 23466 1 7 930
3 23486 1 4 917
4 23514 1 3 919
0 23526 1 1 932
7 23556 1 0 926
6 23563 1 0 925
0 23585 1 3 935
5 23625 1 1 928
0 23647 1 2 938
0 23714 1 2 940
2 23741 1 5 931
0 23783 1 5 941
6 23797 1 4 937
7 23804 1 5 936
5 23841 1 0 939
0 23846 1 6 943
3 23863 1 7 933
4 23868 1 0 934
1 23900 1 0 929
0 23910 1 7 947
0 23967 1 7 951
6 24016 1 7 944
0 24025 1 7 952
7 24060 1 1 945
5 24085 1 3 946
0 24090 1 1 954
0 24147 1 3 957
2 24168 1 4 942
0 24199 1 5 958
3 24222 1 1 948
4 24235 1 5 949
6 24243 1 5 953
0 24247 1 4 960
0 24306 1 4 964
7 24307 1 1 955
5 24327 1 4 956
0 24369 1 4 965
0 24417 1 3 968
1 24426 1 5 950
0 24470 1 3 969
6 24497 1 1 963
0 24515 1 4 971
7 24525 1 0 966
2 24545 1 4 959
5 24558 1 1 967
0 24562 1 5 973
3 24585 1 1 961
4 24610 1 7 962
0 24620 1 4 977
0 24684 1 2 980
6 24718 1 7 972
0 24732 1 4 981
7 24743 1 1 974
0 24787 1 3 983
5 24814 1 7 976
0 24836 1 2 985
0 24887 1 6 987
2 24906 1 3 975
1 24932 1 7 970
4 24935 1 5 979
6 24946 1 0 982
3 24955 1 2 978
0 24955 1 2 988
7 24971 1 2 984
0 25005 1 6 994
0 25060 1 4 996
5 25070 1 1 986
0 25125 1 2 997
6 25167 1 7 992
0 25182 1 7 999
7 25192 1 3 995
0 25232 1 2 1001
2 25282 1 7 989
0 25294 1 2 1003
3 25301 1 7 993
4 25310 1 2 991
5 25312 1 0 998
0 25349 1 7 1005
0 25406 1 6 1009
7 25423 1 1 1002
6 25428 1 1 1000
1 25436 1 5 990
0 25472 1 1 1010
0 25539 1 1 1014
5 25550 1 2 1008
0 25594 1 5 1015
0 25657 1 1 1017
2 25665 1 1 1004
6 25671 1 3 1012
3 25678 1 7 1006
7 25680 1 3 1011
4 25695 1 3 1007
0 25721 1 6 1018
0 25796 1 5 1024
5 25798 1 2 1016
0 25855 1 4 1025
0 25908 1 6 1027
6 25923 1 0 1020
7 25929 1 1 1022
1 25965 1 0 1013
0 25967 1 2 1028
0 26028 1 2 1032
2 26034 1 7 1019
3 26039 1 7 1021
4 26047 1 2 1023
5 26047 1 7 1026
0 26073 1 3 1033
0 26141 1 4 1038
7 26174 1 2 1030
6 26195 1 1 1029
0 26200 1 4 1039
0 26259 1 3 1042
5 26281 1 7 1037
0 26314 1 2 1043
0 26354 1 3 1045
4 26381 1 7 1036
2 26392 1 0 1034
6 26398 1 4 1041
3 26399 1 0 1035
7 26411 1 3 1040
0 26412 1 7 1046
0 26472 1 6 1052
1 26498 1 7 1031
5 26507 1 0 1044
0 26532 1 3 1053
0 26592 1 5 1056
7 26643 1 5 1051
6 26647 1 2 1049
0 26651 1 6 1057
0 26706 1 6 1060
4 26708 1 0 1047
3 26720 1 4 1050
2 26750 1 5 1048
5 26760 1 7 1055
0 26772 1 7 1061
0 26824 1 3 1066
0 26887 1 1 1067
7 26900 1 4 1058
6 26904 1 0 1059
0 26949 1 1 1068
0 27016 1 1 1071
1 27023 1 4 1054
5 27029 1 4 1065
3 27051 1 1 1063
4 27071 1 5 1062
0 27080 1 5 1072
7 27129 1 4 1069
2 27155 1 6 1064
0 27161 1 1 1077
6 27174 1 1 1070
0 27216 1 6 1080
5 27251 1 4 1074
0 27267 1 3 1082
0 27316 1 3 1084
7 27374 1 4 1078
0 27379 1 1 1085
6 27408 1 7 1081
3 27422 1 7 1075
4 27432 1 5 1076
0 27440 1 4 1087
0 27515 1 2 1091
5 27519 1 7 1083
1 27531 1 0 1073
2 27556 1 1 1079
0 27579 1 1 1092
7 27634 1 1 1086
0 27640 1 1 1096
6 27650 1 2 1088
0 27693 1 5 1098
5 27753 1 3 1093
0 27758 1 4 1100
3 27773 1 0 1089
4 27802 1 7 1090
0 27825 1 6 1102
7 27893 1 5 1097
0 27896 1 1 1105
2 27916 1 5 1095
6 27922 1 3 1099
0 27954 1 1 1107
5 27989 1 7 1101
0 28004 1 5 1110
0 28075 1 6 1112
1 28082 1 2 1094
0 28126 1 5 1113
7 28146 1 3 1106
6 28147 1 0 1109
3 28148 1 2 1103
4 28148 1 1 1104
0 28195 1 2 1115
5 28199 1 4 1111
0 28246 1 4 1120
2 28289 1 4 1108
0 28314 1 1 1122
0 28378 1 6 1124
6 28384 1 7 1117
7 28388 1 2 1116
5 28420 1 1 1121
0 28428 1 5 1125
0 28497 1 6 1129
3 28499 1 7 1118
4 28555 1 7 1119
0 28557 1 4 1130
6 28606 1 3 1126
0 28609 1 3 1133
1 28610 1 4 1114
2 28626 1 1 1123
7 28635 1 6 1127
5 28645 1 2 1128
0 28677 1 5 1135
0 28730 1 3 1140
0 28798 1 5 1141
6 28832 1 1 1134
3 28843 1 5 1131
5 28846 1 1 1139
7 28851 1 3 1138
0 28858 1 6 1142
0 28911 1 3 1147
4 28930 1 1 1132
0 28979 1 7 1148
2 29009 1 0 1137
0 29032 1 3 1150
6 29058 1 2 1143
5 29082 1 4 1145
0 29085 1 2 1152
7 29097 1 2 1146
1 29108 1 5 1136
0 29158 1 7 1155
3 29217 1 6 1144
0 29225 1 6 1158
0 29287 1 4 1160
4 29293 1 6 1149
6 29314 1 4 1153
5 29339 1 1 1154
0 29345 1 3 1161
7 29346 1 1 1156
2 29384 1 5 1151
0 29414 1 2 1165
0 29467 1 3 1168
0 29535 1 1 1169
6 29564 1 3 1163
3 29572 1 6 1159
0 29581 1 3 1170
7 29581 1 2 1166
5 29595 1 6 1164
0 29631 1 1 1173
1 29653 1 2 1157
4 29658 1 3 1162
0 29704 1 4 1176
2 29753 1 1 1167
0 29771 1 7 1179
6 29796 1 2 1171
5 29828 1 7 1175
0 29830 1 3 1181
7 29839 1 4 1174
0 29891 1 2 1184
0 29947 1 6 1186
3 29969 1 7 1172
0 30010 1 7 1187
4 30019 1 1 1178
6 30041 1 0 1182
0 30061 1 3 1189
7 30066 1 5 1185
5 30076 1 4 1183
2 30088 1 4 1180
0 30126 1 4 1192
0 30184 1 6 1196
1 30197 1 6 1177
0 30247 1 5 1197
5 30293 1 0 1194
6 30302 1 4 1191
0 30307 1 5 1199
7 30322 1 1 1193
3 30340 1 0 1188
0 30368 1 1 1202
4 30380 1 5 1190
2 30428 1 7 1195
0 30432 1 5 1205
0 30489 1 3 1208
5 30526 1 3 1200
7 30529 1 5 1203
6 30551 1 7 1201
0 30556 1 3 1209
0 30617 1 7 1213
0 30674 1 5 1214
3 30705 1 2 1204
1 30729 1 2 1198
0 30735 1 3 1215
4 30739 1 5 1206
5 30772 1 4 1210
2 30795 1 1 1207
6 30796 1 3 1212
0 30797 1 5 1218
7 30800 1 6 1211
0 30866 1 3 1223
0 30914 1 5 1225
0 30988 1 2 1226
5 31015 1 4 1220
7 31029 1 3 1224
3 31034 1 6 1216
6 31041 1 4 1222
0 31045 1 2 1227
0 31098 1 3 1232
4 31126 1 1 1219
2 31133 1 1 1221
0 31156 1 2 1233
0 31229 1 5 1236
5 31253 1 7 1228
6 31258 1 5 1231
1 31269 1 6 1217
7 31284 1 6 1229
0 31296 1 2 1237
0 31331 1 1 1242
3 31391 1 0 1230
0 31392 1 1 1243
0 31458 1 4 1245
5 31472 1 7 1238
